handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_50f02195-1424-d66c-9b8d-8fdabac16eaa,Variant,,,,,,,,,true,,,3,0.15,,,,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_50f02195-1424-d66c-9b8d-8fdabac16eaa,Variant,,,,,,,,,true,,,3,0.15,,,,Mangue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_50f02195-1424-d66c-9b8d-8fdabac16eaa,Variant,,,,,,,,,true,,,3,0.15,,,,Lavande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e39ae33a-bb93-1c44-ab27-98ea555eb927,Product,Coffret cadeau savon liquide Yuzu lotion corporelle Thé Vert,"<p>Des produits qui apportent douceur et des senteurs qui apportent sérénité et bien-être!</p><p>&nbsp;</p><p>Savon liquide naturel parfum Yuzu : Fabriqué à l'ancienne à base d'huiles d'olive et de coco pour un nettoyage en douceur du visage, mains et corps. S'utilise pour le bain comme pour la douche. Très peu suffit pour se laver et se rince parfaitement bien sans laisser de&nbsp;film sur la peau. Idéal pour peaux sèches et normales.</p><p>&nbsp;</p><p>Lotion parfum Thé Vert : Contient de l'huile de tournesol adoucissante, nourissante et&nbsp;riche en vitamine E, de&nbsp;la Cire d'abeille riche en vitamine A et connue pour ses propriétés apaisantes et hydratantes. L'huile de macadamia réputée&nbsp;pour ses propriétés protectrice,&nbsp;nourrissante, réparatrice,&nbsp;apaisante, assouplissante et adoucissante et l'huile d'amande douce quant à elle est naturellement riche en vitamines A, B, D, &nbsp;E, et&nbsp;en minéraux et est connue pour ses bienfaits adoucissants, fortifiants, apaisants, nourrissant,&nbsp;antioxydants et tonifiants.&nbsp;Ces ingrédients combinés aident la peau à se préserver de la déshydratation et rendent la&nbsp;peau douce et lisse.&nbsp;Son parfum discret vous accompagne&nbsp;durant la journée.&nbsp;</p><p>&nbsp;</p><p>Ces produits sont fabriqués à la main en petite quantité dans les atéliers de So You à Genève. Non testé sur les animaux et biodégradables.</p><p>&nbsp;</p><p>&nbsp;</p>",a6901a_af771de0a7884304911604259298427c~mv2.jpg;a6901a_1a45e0a9152c4eeaa765edb7c4d9a9f5~mv2.jpg;a6901a_9743a93158f3422d8e94923d4c97d719~mv2.jpg,Féminin/Masculin;Coffret cadeau;Savon Liquide;Soins de la peau;Savons visage & corps,,Savon liquide & lotion corps,27.5,,false,PERCENT,0.0,4,,,,,,,,,,,,,,,,,,,,,Base,"<p>Végétale</p>
",Parfum,"<p>Savon liquide parfum Yuzu</p>

<p>Lotion corporelle parfum Thé Vert</p>
",Forme,"<p>Liquide</p>
",Poids,"<p>2x100ml</p>
",,,,,S'agit-il d'un cadeau? Souhaitez-vous faire inclure une note dans le colis d'envoi?,500,false,,,,
product_d4fc6634-fd24-614b-881a-ca7b36353dbc,Product,Pochettes à savon et shampoing solide 100% Coton,"<p>&nbsp;</p><p>Pratique pour les déplacements, la pochette permet de glisser son savon ou shampoing solide afin de créer un protection et les matières utilisées permettent une évaporation de l'humidité.&nbsp;Emportez-le en weekend ou en vacances sans qu'il prenne trop de place. Lavable,&nbsp;réutilisable et poids plume!&nbsp;</p><p>&nbsp;</p><p>Pochette 100% végétal</p><p>Extérieur : Tissu 100% coton</p><p>Intérieur : Double gaze de coton</p><p>Taille : Env. 13x10.5cm</p><p>Fabrication artisanale suisse</p><p>&nbsp;</p><p>Entretien : Lavage en machine jusqu'à 30°</p>",a6901a_41fcfedb5a2f41b6a244c49d9aed3dca~mv2.jpg;a6901a_a06b5d17b7584a93bed135c26a69d190~mv2.jpg;a6901a_fb70363990754f7bafa4a6b0fba0b4a3~mv2.jpg,Accessoires;Contenants cosmétiques;Féminin/Masculin,,Pochette à savon de transport,12.5,,false,PERCENT,0.0,0,,,Imprimé,DROP_DOWN,Journal;Etoile,,,,,,,,,,,,,,,,Base,"<p>100% Coton intérieur gaze de coton</p>
",Forme,"<p>Pochette avec bouton de fermeture</p>
",,,,,,,,,,,,,,,
product_d4fc6634-fd24-614b-881a-ca7b36353dbc,Variant,,,,,,,,,true,,,5,0.075,,,,Etoile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d4fc6634-fd24-614b-881a-ca7b36353dbc,Variant,,,,,,,,,true,,,5,0.075,,,,Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18bc4789-6b4e-327f-fe4f-2096dfedd6a9,Product,Disque démaquillant lavable et réutilisable,"<p>Plus de stress&nbsp;losque l'on se retrouve&nbsp;à court de disques démaquillants en coton d'ouate à usage unique!</p><p>&nbsp;</p><p>Réutilisable,&nbsp;lavable et poids plume, pratique à emporter avec soi pour tous les déplacements.</p><p>&nbsp;</p><p>Munie de 3 couches,&nbsp;ces disques démaquillants d'une extrême douceur&nbsp;sont&nbsp;agréable à utiliser en plus d'être écologique!</p><p>&nbsp;</p><p>Extérieur : Velvet soyeux</p><p>Intérieur : Fibre fine de bambou bio</p><p>Diamètre : Env. 8cm</p><p>&nbsp;</p><p>- Utilisez le pour se démaquiller à l'aide d'un produit démaquillant adapté à sa peau</p><p>- Convient pour les yeux, visage et cou</p><p>- Après chaque utilisation , le&nbsp;rincer à l'eau tiède avec un peu de savon et bien le&nbsp;laisser sécher à l'air libre</p><p>- Possibilité de la réutiliser plusieurs fois</p><p>&nbsp;</p><p>Astuce : Mouillez le disque&nbsp;à l'eau tiède&nbsp;ou avec un hydrolat avant l'emploi pour plus de douceur</p><p>&nbsp;</p><p>Entretien : Lavage à la main ou en machine jusqu'à 30°</p>",a6901a_9a881b33020248078677a980cdd80770~mv2.jpg;a6901a_a3d7f6564c44416ba15dd1b85235ac2c~mv2.jpg;a6901a_74219299a6304dd4911904a2a69e7b8f~mv2.jpg;a6901a_7db55de990c649faaadb5a3a7fd8d5fe~mv2.jpg,Accessoires;Soins de la peau,,Disque démaquillant,7.5,,true,PERCENT,0.0,0,,,Déclinaisons,DROP_DOWN,3 blanc;3 bleu;3 rose,,,,,,,,,,,,,,,,Sachet,"<p>1 sachet de 3 disques ou 1 sachet 6 disques</p>
",,,,,,,,,,,,,,,,,
product_18bc4789-6b4e-327f-fe4f-2096dfedd6a9,Variant,,,,,,,,,true,,,3,0.075,,,,3 bleu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18bc4789-6b4e-327f-fe4f-2096dfedd6a9,Variant,,,,,,,,,true,,,3,0.075,,,,3 blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18bc4789-6b4e-327f-fe4f-2096dfedd6a9,Variant,,,,,,,,,true,,,3,0.075,,,,3 rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0d8d3cc-57a6-98f7-ce24-f8c7beecb3f0,Product,Lingette démaquillante lavable et réutilisable,"<p>Plus besoin de stresser losque l'on a&nbsp;plus de disques démaquillants en coton d'ouate à usage unique!</p><p>Etant lavable et réutilisable vous pouvez les&nbsp;emportez&nbsp;partout sans qu'ils prennent de place!</p><p>&nbsp;</p><p>Lingette 100% végétal</p><p>Extérieur : Tissu 100% coton</p><p>Côté tout doux :&nbsp;Eponge en coton et bambou</p><p>Taille : 8x8cm</p><p>&nbsp;</p><p>De fabrication artisanale suisse, ces lingettes sont tout doux et agréable à utiliser en plus d'être écologique et local!&nbsp;</p><p>&nbsp;</p><p>- Utilisez la lingette du côté doux pour se démaquiller à l'aide d'un produit démaquillant adapté à sa peau</p><p>- Après chaque utilisation , la rincer à l'eau tiède avec un peu de savon et bien la laisser sécher à l'air libre</p><p>- Possibilité de la réutiliser plusieurs fois</p><p>&nbsp;</p><p>Astuce : Mouillez la lingette à l'eau tiède&nbsp;ou avec un hydrolat avant l'emploi pour plus de douceur</p><p>&nbsp;</p><p>Entretien : Lavage en machine jusqu'à 60°, convient pour être passé au sèche linge. Repasser, si souhaité</p>",,Accessoires;Soins de la peau,,Lingette démaquillante,5.0,,true,PERCENT,0.0,0,,,Déclinaisons,DROP_DOWN,Nuages;Fleurs;Sirène;Poisson,,,,,,,,,,,,,,,,Base,"<p>100% Fibre Végétale</p>

<p>&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_c0d8d3cc-57a6-98f7-ce24-f8c7beecb3f0,Variant,,,,,,,,,true,,,5,0.075,,,,Fleurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0d8d3cc-57a6-98f7-ce24-f8c7beecb3f0,Variant,,,,,,,,,true,,,5,0.075,,,,Nuages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0d8d3cc-57a6-98f7-ce24-f8c7beecb3f0,Variant,,,,,,,,,true,,,5,0.075,,,,Sirène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c0d8d3cc-57a6-98f7-ce24-f8c7beecb3f0,Variant,,,,,,,,,true,,,5,0.075,,,,Poisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e530db2c-c172-9ad3-6daf-506540584fb8,Product,Pochette découverte  3 savons,"<p>Des senteurs tendres et discrètes&nbsp;pour &nbsp;les amoureux des senteurs douces et naturelles! Savons curés plus d'une année.</p><p>&nbsp;</p><p>Senteurs : Discrets</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés (issue de la saponification) fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_715e1739e0b74c97abdfe9b86051ab00~mv2.png,Féminin/Masculin;Coffret cadeau;Savons;Hommes;Savons visage & corps,,Pochette découverte,25.0,,false,PERCENT,0.0,0,,,Poids,DROP_DOWN,235 g,,,,,,,,,,,,,,,,Base,"<p>Végétale</p>
",Parfum,"<p>Divers</p>
",Forme,"<p>Rectangle</p>
",,,,,,,S'agit-il d'un cadeau? Souhaitez-vous faire inclure une note dans le colis d'envoi?,500,false,,,,
product_e530db2c-c172-9ad3-6daf-506540584fb8,Variant,,,,,,,,,true,,,5,0.075,,,,235 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_528386eb-a234-1060-f50d-ef5ffdbcd95b,Product,Pochette découverte 5 savons,"<p>Des senteurs discrets pour tous&nbsp;les goûts! Savons curés plus d'une année</p><p>&nbsp;</p><p>Senteurs : Thé vert, lin frais, pamplemousse discret, pomme d'amour, vanille</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés (issue de la saponification) fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_8ce1eb524acb49bea0a51be90ef02673~mv2.jpg;a6901a_c560537b33fc4c73bd6b9fa870008a91~mv2.jpg,Féminin/Masculin;Coffret cadeau;Savons;Hommes;Savons visage & corps,,Pochette découverte,39.9,,true,PERCENT,0.0,0,,,Poids,DROP_DOWN,350g,,,,,,,,,,,,,,,,Base,"<p>Végétale</p>
",Parfum,"<p>Divers</p>
",Forme,"<p>Rectangle</p>
",,,,,,,S'agit-il d'un cadeau? Souhaitez-vous faire inclure une note dans le colis d'envoi?,500,false,,,,
product_528386eb-a234-1060-f50d-ef5ffdbcd95b,Variant,,,,,,,,,true,,,1,0.075,,,,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5dcfab33-5025-7d38-9a7c-ae8c4f3323f6,Product,Sels de Bain à l'huile essentielle de lavandin bio,"<p>Pots rechargeables!</p><p>&nbsp;</p><p>Partez en voyage olfactif, &nbsp;pour un moment de totale relaxation du&nbsp;corps et de l'esprit...à pratiquer sans modération!</p><p>&nbsp;</p><p>Composé de sel de mer cosmétique/sel de Camargue et&nbsp;bicarbonate, ce sel&nbsp;de bain vous aidera&nbsp;à détoxifier le corps et à vous relaxer.&nbsp;</p><p>&nbsp;</p><p>Le sel de mer est un élément idéal qui aide à éliminer les toxines et recharger la peau en minéraux tels que &nbsp;le calcium, le potassium, le fer, le zinc et quelques traces d’iode. Il permet également d’activer la circulation sanguine et apporte d’autres bienfaits à&nbsp;la peau.</p><p>&nbsp;</p><p>La fragrance d'huile essentielle de lavandin super bio calmante et&nbsp;relaxante est non seulement irrésistible mais on attribue à l'huile des vertus antimicrobiennes, cicatrisantes, apaisantes, tonifiantes</p><p>&nbsp;</p><p><em>Sans conservateur, ce&nbsp;sel&nbsp;de bain est&nbsp;fabriqué en petite quantité de façon artisanale dans l'atélier de </em></p><p><em>So You à Genève. </em></p><p><em>Non testé sur les Animaux et respectueux de la Nature.</em></p><p><i>Contient de l'huile essentielle. Ne pas utiliser chez la femme enceinte, allaitante et enfants en bas âge</i></p>",a6901a_fa482c1c16864a349d8accf7e214ca19~mv2.jpeg,Bien-être et détente;Vegan,,Sels de bain,27.5,,true,PERCENT,0.0,0,,,Taille,DROP_DOWN,230g,,,,,,,,,,,,,,,,Base,"<p>Sel et&nbsp;bicarbonate</p>
",Parfum,"<p>Huile essentielle de lavandin super bio</p>
",Forme,"<p>Granulés</p>
",,,,,,,,,,,,,
product_5dcfab33-5025-7d38-9a7c-ae8c4f3323f6,Variant,,,,,,,,,true,,,10,0.075,,,,230g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_11adfe88-de7c-f9d0-f069-4a42b7c484d5,Product,Soin visage et corps UV,"<p>Préparer sa peau au soleil, la&nbsp;protéger, apaiser, hydrater&nbsp;et réparer.</p><p>&nbsp;</p><p>Savez-vous qu'il existe des huiles végétales qui font un excellent soin de protection solaire?&nbsp;Certaines de ces huiles peuvent être utilisées pures ou en un mélange de plusieurs le matin pour aider à&nbsp;protéger sa peau des UV et le soir pour l’hydrater, l’apaiser, la réparer et la nourrir. Sans filtre minérale elles ne sont bien entendu pas suffisantes pour se protéger d’une exposition intensive et de longue durée au soleil mais pour les activités quotidiennes c'est toujours mieux avec que sans! Renouveller l'application durant la journée ou &nbsp;lorsque l'on ressens le besoin.</p><p>&nbsp;</p><p><span><span><span><span><span>Lotion Sun in the City est riche en principes actifs naturels pour tous types de peaux mais qui convient particulièrement aux peaux sèches, déshydratées,&nbsp;sensibles et matures.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Sur le visage vous pouvez si vous souhaitez retirer l'excédent avec un kleenex ou utiliser une poudre libre à l'aide d'une houppette.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Bien agiter énergiquement le flacon avant 1er emploi et de temps en temps si nécessaire en cas de déphasage.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Les ingrédients de base contenus dans ce produit sont connus pour leurs bienfaits suivants :</span></span></span></span></span></p><p><strong>Macérât de carotte :</strong></p><p>Riche en anti-oxydants il&nbsp;aide à la régénération cellulaire, revitalisant, illuminatrice du teint effet bonne mine, assouplissant et&nbsp;protèctrice</p><p><span><span><span><span><strong><span>Huile de Karanja utilisée en médecine ayurvédique :</span></strong> </span></span></span></span></p><p><span><span><span><span><span>Antioxydante, hydratante, assouplissante, tonifiante, régénérante, protectrice</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de Germe de blé bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Contient naturellement des vitamines tels que A,B,C, D E et K.Anti-âge, hydratante, nourrissante, émolliente, régénérante, raffermissante, protectrice</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile d'avocat bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Aide à stimuler la prodution de collagène. Contient une quantité importante de vitamines A, B, C, D, E, H et K.&nbsp;Antioxydante, hydratante, nourrissante, assouplissante, régénérante, réparatrice, protectrice</span></span></span></span></span></p><p><span><span><span><span><strong><span>Cire d’abeille :</span></strong> </span></span></span></span></p><p><span><span><span><span><span>Naturellement riche en vitamine A, nourrissante et hydratante, protège la peau du dessèchement</span></span></span></span></span></p><p><span><span><span><span><strong><span>Vitamine E :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Antioxydante</span></span></span></span></span></p><p><span><span><span><span><strong><span>Eau de chaux (eau + hydroxyde de calcium) :</span></strong></span></span></span></span></p><p><span><span><span><span><span>L'hydroxyde de calcium est un additif alimentaire utilisé comme régulateur de pH </span></span></span></span></span></p><p><span><span><span><span><span>Ajusteur de PH en cosmétique, antiseptique et fongicide</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><em><span>Produit naturel sans conservateur réalisé de façon artisanale dans l'atelier de So You à Genève. Non testé sur les animaux, biodégradable et respectueux de la Nature.</span></em></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Avertissement : Toujours faire un test au préalable si 1ère&nbsp;utilisation.</span></span></span></span></span></p><p><span><span><span><span><span>Les bienfaits, propriétés, indications et mode d'utilisation sont communiqués à titre informatif en fonction de la réputation générale provenant d'ouvrages de référence et ne sauraient constituer une information médicale.</span></span></span></span></span></p><p>&nbsp;</p><p>&nbsp;</p>",a6901a_d9af2ed94a0047db9e20167ffb90d85c~mv2.jpg,Soins de la peau,,Hydratation intense,50.0,,false,PERCENT,0.0,0,,,Parfum,DROP_DOWN,Eau de coco;Monoï,,,,,,,,,,,,,,,,Senteur,"<p>Odeur charactéristique des huiles employées + parfum&nbsp;</p>
",Taille,"<p>250ml avec pompe</p>
",,,,,,,,,,,,,,,
product_11adfe88-de7c-f9d0-f069-4a42b7c484d5,Variant,,,,,,,,,true,,,0,0.075,,,,Eau de coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_11adfe88-de7c-f9d0-f069-4a42b7c484d5,Variant,,,,,,,,,true,,,0,0.075,,,,Monoï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d4e9d5f5-a67b-e923-d5c5-978d02605211,Product,Katha en poudre pour cheveux,"<p><span><span><span><span><span>Créez votre propre couleur avec nos colorations naturelles et végétales.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La poudre de katha permet&nbsp;de créer&nbsp;des tons chauds tel que&nbsp;marron, café au lait ou chocolat au lait sur toute la chevelure ou en mèches.</span></span></span></span></span></p><p>&nbsp;</p><p>La poudre de katha est obtenue en broyant l'écorce de l'arbre acacia catechu. Le katha renferme des nutriments dont leur bienfaits sont connus pour nourrir&nbsp;les racines et le cuir chevelu. De ce fait le Katha est historiquement utilisé dans les soins capillaires afin d'apporter au cheveux volume, force, brillance et couleur.&nbsp;</p><p>&nbsp;</p><p>Seulement une petite quantité est nécessaire pour obtenir des tons chauds. A&nbsp;utiliser en assocition au&nbsp;henné (et en option à l'indigo et/ou henné neutre) à hauteur de 20 pct maximum.</p><p>&nbsp;</p><p><span><span><span><span><strong><span>Preparation&nbsp;</span></strong><strong><span>de la pâte</span></strong></span></span></span></span></p><p><span><span><span><span><span>- Dans un récipient&nbsp;non métallique, écrasez&nbsp;bien les grumeaux de la poudre avec un pinceau applicateur en plastique.&nbsp;</span></span></span></span></span></p><p><span><span><span><span><span>- Puis ajoutez&nbsp;un peu d'eau chaude ou tiède (commencer par 50% d'eau par rapport au poids/volume). Rajoutez&nbsp;de l'eau jusqu'à l'obtention d'une consistance d'un yogourt.</span></span></span></span></span></p><p><span><span><span><span><span>- Laissez&nbsp;reposer la préparation pendant 15 à 30 minutes minimum.&nbsp;</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><strong><span>En attendant</span></strong><span> l</span></span></span></span></span><span><span><span><span><span>avez&nbsp;et essorez&nbsp;les cheveux. Ensuite&nbsp;</span></span></span></span></span><span><span><span><span><span>a</span></span></span></span></span><span><span><span><span><span>ppliquez&nbsp;le produit sur les racines raie par raie d'un centimètre de large à l'aide du&nbsp;pinceau.&nbsp;</span></span></span></span></span><span><span><span><span><span>Appliquez&nbsp;le produit sur les longueurs à la main. R</span></span></span></span></span><span><span><span><span><span>ecouvrez&nbsp;la tête avec un film plastique. Mettez par-dessus un vieux bonnet ou une vieille serviette. &nbsp;</span></span></span></span></span><span><span><span><span><span>Attendre min. 2&nbsp;h&nbsp;ou plus.&nbsp;Une fois le temps écoulé, bien rincer le produit jusqu'à que l'eau soit claire&nbsp;en frottant bien le cuir chevelu avec le bout des doigts pour déloger les résidus du produit. Puis utilisez un après-shampoing sur le cuir chevelu et longueurs afin de parfaire le rinçage des résidus.&nbsp;Ne pas utiliser de shampoing.&nbsp;Ne pas laver les cheveux au moins pendant 72 heures après la coloration végétale.</span></span></span></span></span></p><p>&nbsp;</p><p><strong>Avertissements</strong></p><p>Il est vivement recommandé de faire un test sur votre peau. Préparez et appliquez une petite quantité (creux de l'avant-bras ou derrière une oreille)&nbsp;et attendre 72 heures avant d'appliquer la coloration végétale sur votre chevelure.&nbsp;Il est également recommandé de faire un test couleur sur cheveux récupérés de votre brosse.</p><p>Les informations ci-dessus sont communiquées à titre informatif uniquement&nbsp;en fonction de la réputation générale des&nbsp;produits liée à&nbsp;cette fiche.&nbsp;</p><p>Ne pas manipuler le produit près d'une source de ventilation et ne pas le respirer.</p>",a6901a_9e201605bd604c20bca0146801be4a10~mv2.jpeg;a6901a_75caa3ab1f9d4e7bb95a151ce5e8254b~mv2.jpg;a6901a_6c20e42c57f4416db72f6f5aeda03a8b~mv2.png,Soin des cheveux;Vegan;Ingrédients DIY,,Coloration végétale,5.0,,false,PERCENT,0.0,0,,,Poids,DROP_DOWN,10g;20g,Coloration végétale,DROP_DOWN,Katha pour des tons chauds,,,,,,,,,,,,,Base,"<p>100% végétales</p>
",Parfum,"<p>Senteur naturelle</p>
",Forme,"<p>Poudre extra&nbsp;fine</p>
",,,,,,,,,,,,,
product_d4e9d5f5-a67b-e923-d5c5-978d02605211,Variant,,,,,,,,,true,,,5,0.075,,,,10g,,,Katha pour des tons chauds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d4e9d5f5-a67b-e923-d5c5-978d02605211,Variant,,,,,,,,3.0,true,,,3,0.075,,,,20g,,,Katha pour des tons chauds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
